key,created,agency,agency_name,complaint_type,descriptor,incident_zip,city,latitude,longitude
36604307,2017-07-03 20:30:21 UTC,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10465,BRONX,40.829992542730025,-73.820156084082825
31110611,2015-07-19 05:58:35 UTC,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10461,BRONX,40.840371039524435,-73.849401978471988
36563394,2017-06-28 21:30:33 UTC,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11214,BROOKLYN,40.599259937876226,-73.993968307174669
16084930,2010-02-25 00:00:00 UTC,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,FLOOR,11226,BROOKLYN,40.642388522616045,-73.948656031517984
20795289,2011-07-08 15:06:20 UTC,DOB,Department of Buildings,Building/Use,Illegal. Commercial Use In Resident Zone,10040,NEW YORK,40.861566680800784,-73.926882299561342
36675312,2017-07-11 08:56:47 UTC,DOF,Department of Finance,DOF Literature Request,SCRIE Initial Application,,,,
37039937,2017-08-25 12:35:26 UTC,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,11694,Rockaway Park,40.575811263690341,-73.841171900282959
23378618,2012-06-07 20:09:45 UTC,NYPD,New York City Police Department,Blocked Driveway,No Access,11355,FLUSHING,40.755881066411746,-73.830441079226176
35057055,2016-12-19 05:35:26 UTC,DHS,Operations Unit - Department of Homeless Services,Homeless Person Assistance,N/A,10001,NEW YORK,40.7515235264882,-73.993947302184679
34642736,2016-10-27 08:56:57 UTC,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,11223,BROOKLYN,40.596810381897591,-73.982355695063745
33259263,2016-05-02 00:00:00 UTC,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,11237,BROOKLYN,40.7016547188946,-73.913608890252007
20798355,2011-07-09 22:33:42 UTC,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,10032,NEW YORK,40.842866499867107,-73.9402934579015
31703848,2015-10-07 21:02:07 UTC,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,11210,BROOKLYN,40.6385706801265,-73.949004869823767
27710782,2014-03-24 00:00:00 UTC,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,10458,BRONX,40.854453017431119,-73.881368578275115
32923370,2016-03-16 15:18:23 UTC,DOT,Department of Transportation,Broken Parking Meter,Out of Order,11211,BROOKLYN,40.714162352132185,-73.94432618900197
32709412,2016-02-17 16:50:54 UTC,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,10033,NEW YORK,40.846480593521676,-73.93399755319183
30810540,2015-06-09 08:59:11 UTC,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",11218,BROOKLYN,40.653061413827231,-73.978257582880389
19263709,2010-12-04 00:00:00 UTC,HPD,Department of Housing Preservation and Development,HEATING,HEAT,11203,BROOKLYN,40.64999116243645,-73.931990046320976
37551046,2017-10-29 22:59:23 UTC,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,11373,ELMHURST,40.730196356616631,-73.881477938453344
19955833,2011-03-03 00:00:00 UTC,HPD,Department of Housing Preservation and Development,ELECTRIC,BELL-BUZZER/INTERCOM,11209,BROOKLYN,40.62473509116726,-74.022406835543322
32397495,2016-01-12 17:36:26 UTC,DOT,Department of Transportation,Street Sign - Missing,St Name - Attached to Pole,11237,BROOKLYN,40.71122500085788,-73.928583824196721
26036329,2013-07-26 00:00:00 UTC,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,10001,NEW YORK,40.747483414987855,-74.000617142849151
28489712,2014-07-16 13:00:00 UTC,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),10014,NEW YORK,40.730569775508961,-74.010510414183216
18876851,2010-10-12 00:00:00 UTC,HPD,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-WIRING,11206,BROOKLYN,40.707379213095855,-73.942636633760131
31251364,2015-08-06 11:10:46 UTC,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,10459,BRONX,40.82782394758145,-73.898763906857369
37036205,2017-08-26 12:39:22 UTC,NYPD,New York City Police Department,Homeless Encampment,N/A,10459,BRONX,40.8249165491627,-73.89486604744576
38000098,2017-12-22 20:11:09 UTC,DHS,Operations Unit - Department of Homeless Services,Homeless Person Assistance,N/A,10460,BRONX,40.840259766922863,-73.870808308835493
25920856,2013-07-11 20:11:00 UTC,DEP,Department of Environmental Protection,Water Conservation,Water Meter Broken/Leaking - Private Residence (CMR),10467,BRONX,40.8661009792351,-73.863491023436481
18515869,2010-08-19 17:03:59 UTC,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,10028,NEW YORK,40.781530630769964,-73.960417664607974
26000536,2013-07-24 00:00:00 UTC,HPD,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-WIRING,10468,BRONX,40.866705031077046,-73.901427183748993
35848081,2017-04-02 11:47:55 UTC,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,10003,NEW YORK,40.733964969764813,-73.988778217078377
32899370,2016-03-11 09:40:17 UTC,DOT,Department of Transportation,Street Condition,Pothole,11435,Jamaica,40.702491127058842,-73.8151406509804
35126971,2016-12-29 07:37:34 UTC,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,10452,BRONX,40.833820360163166,-73.9267465616573
19056384,2010-11-05 00:00:00 UTC,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,10304,STATEN ISLAND,40.625331901551561,-74.0808670752286
37908634,2017-12-11 12:34:00 UTC,DSNY,Brooklyn North 03,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,11216,BROOKLYN,40.684878385250776,-73.944228046736185
26229340,2013-08-30 18:33:21 UTC,DPR,Department of Parks and Recreation,Dead Tree,Dead/Dying Tree,11223,BROOKLYN,40.607039577905539,-73.978470649681327
35992206,2017-04-20 08:44:37 UTC,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11206,BROOKLYN,40.705112454013062,-73.933228627042041
16512337,2010-04-23 14:27:00 UTC,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,
19941197,2011-03-01 13:27:00 UTC,DEP,Department of Environmental Protection,Water Conservation,Water Meter Broken/Leaking - Other (CMO),11224,BROOKLYN,40.580031703211027,-73.9843329134266
23881633,2012-08-27 17:01:00 UTC,DOT,Department of Transportation,Street Light Condition,Street Light Out,11204,BROOKLYN,40.610579527314222,-73.974392472666281
36674435,2017-07-12 00:38:44 UTC,DOT,Department of Transportation,Street Condition,Pothole,11375,Forest Hills,40.722314775332059,-73.841540682907521
18810210,2010-10-01 00:00:00 UTC,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-SUPPLY,10451,BRONX,40.823103590506854,-73.924572418404566
24718619,2013-01-04 17:07:09 UTC,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10452,BRONX,40.837026719849582,-73.919323732852135
17532964,2010-06-28 10:12:28 UTC,DCA,Department of Consumer Affairs,DCA / DOH New License Application Request,General Street Vendor License,,,,
30707117,2015-05-27 15:54:45 UTC,DPR,Department of Parks and Recreation,Dead Tree,Dead/Dying Tree,11210,BROOKLYN,40.614237134276635,-73.953154745392581
22963423,2012-03-28 11:50:50 UTC,NYPD,New York City Police Department,Blocked Driveway,No Access,11435,JAMAICA,40.693540608466741,-73.8020500404787
28393241,2014-07-02 00:00:00 UTC,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10310,STATEN ISLAND,40.63721888099878,-74.122096900438
33000246,2016-03-27 23:07:37 UTC,DPR,Department of Parks and Recreation,New Tree Request,For One Address,10021,NEW YORK,40.772239126909867,-73.958794912868484
22267023,2011-12-06 00:00:00 UTC,HPD,Department of Housing Preservation and Development,HEATING,HEAT,10467,BRONX,40.886414910350069,-73.863868832790075
16941455,2010-06-26 01:40:06 UTC,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10031,NEW YORK,40.829420134744268,-73.94580160807871
29791433,2015-01-25 03:13:02 UTC,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,11694,ROCKAWAY PARK,40.580708934373263,-73.834064620399772
16802704,2010-06-06 02:07:45 UTC,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,10009,NEW YORK,40.731351188882584,-73.982554600511719
33866798,2016-07-18 07:41:31 UTC,HPD,Department of Housing Preservation and Development,ELEVATOR,MAINTENANCE,10460,BRONX,40.832492475221329,-73.889538417172162
27746201,2014-03-30 10:56:00 UTC,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),10467,BRONX,40.884359586975513,-73.857421281241983
21675540,2011-10-17 14:37:31 UTC,DOT,Department of Transportation,Street Condition,Failed Street Repair,10305,STATEN ISLAND,40.585718492194836,-74.0889701462168
35187670,2017-01-07 00:03:45 UTC,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,10466,BRONX,40.889682981540744,-73.845735001957536
20596464,2011-06-08 00:00:00 UTC,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,11207,BROOKLYN,40.671903198188936,-73.892911841592237
34535736,2016-10-14 22:05:40 UTC,DOT,Department of Transportation,Curb Condition,Defacement,11419,SOUTH RICHMOND HILL,40.691275654139289,-73.825477658603631
22647515,2012-02-03 11:59:15 UTC,DOT,Department of Transportation,Broken Muni Meter,No Receipt,11105,ASTORIA,40.775367496509595,-73.909617493318734
38258877,2018-01-20 13:17:00 UTC,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,11362,Little Neck,40.755851776894104,-73.7278378595817
20599191,2011-06-08 12:01:50 UTC,DOB,Department of Buildings,General Construction/Plumbing,Illegal Conversion Of Commercial Bldg/Space To Other Uses,11222,BROOKLYN,40.73100552204162,-73.960898693157475
28697522,2014-08-17 00:47:15 UTC,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,10030,NEW YORK,40.818686405661012,-73.941926498865328
34544759,2016-10-15 22:40:01 UTC,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,11249,BROOKLYN,40.704920539659511,-73.964664980715526
30219071,2015-03-19 11:01:31 UTC,DOT,Department of Transportation,Street Condition,Pothole,11230,BROOKLYN,40.615828130619157,-73.9576956309344
19241619,2010-12-01 17:02:00 UTC,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,
30795190,2015-06-08 08:29:00 UTC,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11358,Flushing,40.766695097962163,-73.791767726879556
28578025,2014-07-29 17:06:03 UTC,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11369,EAST ELMHURST,40.75894563555228,-73.860115423482668
19993846,2011-03-09 14:02:01 UTC,DOT,Department of Transportation,Street Condition,Pothole,11216,BROOKLYN,40.67823380764424,-73.9453079756824
30980677,2015-07-01 11:30:25 UTC,DOB,Department of Buildings,General Construction/Plumbing,"Building - Vacant, Open And Unguarded",11377,Woodside,40.73714066757055,-73.905277846293131
25274528,2013-03-31 21:32:39 UTC,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10310,STATEN ISLAND,40.634450362106968,-74.118542965875008
19786674,2011-02-08 14:32:00 UTC,DSNY,A - Queens,Other Enforcement,E2A Storage Of Receptacles,11373,ELMHURST,40.744835388452593,-73.88822215845363
28928250,2014-09-22 14:21:00 UTC,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Visor,,,,
34300297,2016-09-12 15:48:33 UTC,NYPD,New York City Police Department,Blocked Driveway,No Access,11377,WOODSIDE,40.744248856640226,-73.904405225129338
35246296,2017-01-14 11:17:28 UTC,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,11213,BROOKLYN,40.665523555774278,-73.931444334890074
34778736,2016-11-14 05:58:00 UTC,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),11379,Middle Village,40.72736839881248,-73.883326623588275
30734071,2015-05-30 20:09:38 UTC,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11419,SOUTH RICHMOND HILL,40.694381466496445,-73.819317427608311
32811533,2016-03-01 17:17:02 UTC,DOT,Department of Transportation,Street Condition,Pothole,11366,Fresh Meadows,40.726868621278079,-73.801049063822248
19679751,2011-01-25 10:07:47 UTC,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11215,BROOKLYN,40.666813012064836,-73.979630079563165
28309405,2014-06-21 21:24:33 UTC,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,11238,BROOKLYN,40.674154689108754,-73.9655825444762
37918321,2017-12-12 01:42:00 UTC,DEP,Department of Environmental Protection,Sewer,Sewer Odor (SA2),11429,Queens Village,40.709147730777438,-73.738899938672674
22513134,2012-01-13 00:00:00 UTC,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,DOORS,11213,BROOKLYN,40.668172881872913,-73.937335348882812
21944584,2011-11-22 00:00:00 UTC,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,10452,BRONX,40.844449869821986,-73.917500359256877
34670272,2016-10-31 10:01:03 UTC,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,11433,Jamaica,40.698539509930725,-73.784100654999861
32311548,2016-01-01 05:43:00 UTC,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,10128,NEW YORK,40.781316237488134,-73.946129631686887
32128821,2015-12-04 20:04:17 UTC,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11378,MASPETH,40.731124394926148,-73.9022699943701
34641907,2016-10-27 05:54:35 UTC,NYPD,New York City Police Department,Blocked Driveway,No Access,11208,BROOKLYN,40.670743961017443,-73.86120883913307
26765090,2013-11-26 09:07:58 UTC,DOHMH,Department of Health and Mental Hygiene,Non-Residential Heat,Inadequate or No Heat,11205,BROOKLYN,40.697111709860657,-73.964762883046689
18439992,2010-08-08 00:00:00 UTC,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,DOORS,11204,BROOKLYN,40.608019796717151,-73.98029268409293
34136631,2016-08-20 22:59:02 UTC,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,10034,NEW YORK,40.864906783664914,-73.922381074056986
20423042,2011-04-12 07:27:37 UTC,DOB,Department of Buildings,Building/Use,No Certificate Of Occupancy/Illegal/Contrary To CO,11206,BROOKLYN,40.704821035447743,-73.932417408309959
20277700,2011-04-20 02:15:00 UTC,DEP,Department of Environmental Protection,Sewer,Manhole Cover Broken/Making Noise (SB),10065,NEW YORK,40.764879720487606,-73.9647883987411
36207393,2017-05-16 23:52:39 UTC,DPR,Department of Parks and Recreation,New Tree Request,For One Address,10461,BRONX,40.845297555409175,-73.847131866055932
35703721,2017-03-15 22:17:50 UTC,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11427,QUEENS VILLAGE,40.725324739056106,-73.762680753489434
33595745,2016-06-14 22:45:55 UTC,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,11226,BROOKLYN,40.651818717922204,-73.960292806990964
33155359,2016-04-17 23:27:15 UTC,NYPD,New York City Police Department,Blocked Driveway,Partial Access,10453,BRONX,40.850850993767622,-73.914376606498109
34395684,2016-09-23 18:28:00 UTC,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,,,,
29282093,2014-11-13 13:08:34 UTC,DFTA,Department for the Aging,Housing - Low Income Senior,N/A,11223,BROOKLYN,,
25018989,2013-02-17 00:00:00 UTC,HPD,Department of Housing Preservation and Development,HEATING,HEAT,10002,NEW YORK,40.720919146121155,-73.988812881958339
23496744,2012-06-26 21:16:00 UTC,DSNY,A - Manhattan,Dirty Conditions,E1 Improper Disposal,10016,NEW YORK,40.748156526343983,-73.978013612494522
23694885,2012-07-27 23:28:35 UTC,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10453,BRONX,40.85004074060992,-73.913618585866544
34369799,2016-09-21 19:57:49 UTC,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10028,NEW YORK,40.775562414854136,-73.950336960636392
20277941,2011-04-20 12:11:00 UTC,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),11226,BROOKLYN,40.644218943717028,-73.947876280480585
26345195,2013-09-19 11:27:00 UTC,DSNY,Manhattan 02,Missed Collection (All Materials),1RG Missed Recycling Paper,10013,NEW YORK,40.719942534749364,-73.997817443656714
30707570,2015-05-27 00:00:00 UTC,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,10451,BRONX,40.823103590506854,-73.924572418404566
37529848,2017-10-26 18:29:00 UTC,NYPD,New York City Police Department,Noise - Residential,Loud Talking,10025,NEW YORK,40.8011472316094,-73.969471949972373
35079830,2016-12-21 06:10:58 UTC,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,11217,BROOKLYN,40.681218931683077,-73.972825826024135
31174233,2015-07-27 09:29:37 UTC,DOF,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,
17603927,2010-07-08 13:14:01 UTC,DOT,Department of Transportation,Street Condition,Cave-in,10461,BRONX,40.843388863112871,-73.826914625120978
29235919,2014-11-06 23:58:52 UTC,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11203,BROOKLYN,40.640297682867796,-73.938838849455919
26497030,2013-10-16 12:38:34 UTC,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,11418,RICHMOND HILL,40.702804188055055,-73.8204415018007
35479200,2017-02-13 20:29:51 UTC,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,11234,BROOKLYN,40.62975628535132,-73.9270101783953
30350006,2015-04-07 00:00:00 UTC,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,11216,BROOKLYN,40.685941711900391,-73.946545617580767
17608650,2010-07-08 00:00:00 UTC,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,FLOOR,10460,BRONX,40.838166664583866,-73.864600000308528
22455751,2012-01-04 00:00:00 UTC,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,11226,BROOKLYN,40.651979340301978,-73.964660585469332
35122909,2016-12-28 10:45:06 UTC,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,10035,NEW YORK,40.805506947910843,-73.937997120865262
20179506,2011-04-05 23:53:00 UTC,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),10038,NEW YORK,40.708773972414264,-74.00587207668886
35739890,2017-03-19 15:19:00 UTC,DEP,Department of Environmental Protection,Water Conservation,Illegal Use Of A Hydrant (CIN),11361,Bayside,40.770554983267658,-73.784719215598813
19058170,2010-11-05 00:00:00 UTC,HPD,Department of Housing Preservation and Development,HEATING,HEAT,11418,RICHMOND HILL,40.705638098983236,-73.836033122657781
28918560,2014-09-21 00:06:36 UTC,NYPD,New York City Police Department,Noise - Residential,Loud Talking,10467,BRONX,40.881199931639216,-73.883902879661
25370116,2013-04-16 00:00:00 UTC,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,10457,BRONX,40.854638185415709,-73.900100347168461
16372759,2010-04-04 21:13:36 UTC,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11419,SOUTH RICHMOND HILL,40.687760831574806,-73.833726103837563
35245415,2017-01-14 07:08:05 UTC,NYPD,New York City Police Department,Blocked Driveway,No Access,11435,JAMAICA,40.692769139345884,-73.810083048174718
30573691,2015-05-08 15:35:24 UTC,DOT,Department of Transportation,Broken Muni Meter,Coin or Card Did Not Register,10471,BRONX,40.891804332655319,-73.897245042643434
30274629,2015-03-27 18:35:20 UTC,DOT,Department of Transportation,Street Condition,Pothole,11415,Kew Gardens,40.707729127379658,-73.833780895131511
21486690,2011-09-21 16:47:00 UTC,DSNY,BCC - Queens West,Missed Collection (All Materials),1 Missed Collection,11105,ASTORIA,40.783948978589336,-73.915112620786772
31276505,2015-08-09 23:14:43 UTC,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,10473,BRONX,40.823642140009348,-73.879931273941637
29020111,2014-10-06 21:15:06 UTC,HRA,HRA Benefit Card Replacement,Benefit Card Replacement,Medicaid,,,,
32478137,2016-01-22 11:29:00 UTC,DOT,Department of Transportation,Traffic Signal Condition,Pedestrian Signal,,,,
30915782,2015-06-23 21:46:04 UTC,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,11226,BROOKLYN,40.6498217728548,-73.964117563563832
34066534,2016-08-11 22:43:47 UTC,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11373,ELMHURST,40.7448325862015,-73.891026264295178
19506950,2010-12-31 14:54:00 UTC,DEP,Department of Environmental Protection,Water System,Possible Water Main Break (Use Comments) (WA1),11208,BROOKLYN,40.68250901109537,-73.873944253294269
16410171,2010-04-10 00:44:36 UTC,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10035,NEW YORK,40.800993561516187,-73.941219549637879
37469164,2017-10-19 00:00:00 UTC,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,11226,BROOKLYN,40.647314341551073,-73.959754946971131
36039171,2017-04-26 17:38:42 UTC,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,10038,NEW YORK,40.71123050257566,-74.00647827911699
29274906,2014-11-12 09:43:00 UTC,DOT,Department of Transportation,Street Light Condition,Time Clock Maladjusted,,,,
29523617,2014-12-17 08:03:36 UTC,DOT,Department of Transportation,Street Condition,Pothole,11216,BROOKLYN,40.674463079787266,-73.952849272815968
29303751,2014-11-16 00:00:00 UTC,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,10453,BRONX,40.849260309952022,-73.912379809957216
23104128,2012-04-23 22:17:31 UTC,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10304,STATEN ISLAND,40.621121297731044,-74.080998857181513
26263241,2013-09-05 15:44:00 UTC,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,
26437611,2013-10-04 00:00:00 UTC,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,10012,NEW YORK,40.720883959819879,-73.996677416881283
20232388,2011-01-13 15:20:56 UTC,DOB,Department of Buildings,General Construction/Plumbing,Failure To Maintain,11222,BROOKLYN,40.728632158249447,-73.955668482903278
28889560,2014-09-16 08:24:47 UTC,DOT,Department of Transportation,Sidewalk Condition,Defacement,11358,FLUSHING,40.751351568977029,-73.808977631903389
17568317,2010-07-02 00:00:00 UTC,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,FLOOR,11105,ASTORIA,40.781121007897873,-73.910310188034359
23424179,2012-06-14 11:19:26 UTC,DOF,Senior Citizen Rent Increase Exemption Unit,SCRIE,SCRIE Assistance,11209,BROOKLYN,,
34015100,2016-08-05 12:37:30 UTC,DHS,Operations Unit - Department of Homeless Services,Homeless Person Assistance,N/A,10024,NEW YORK,40.785361765866348,-73.979507145315068
21945603,2011-11-22 00:00:00 UTC,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,10457,BRONX,40.850105705592718,-73.905460366318849
25766302,2013-06-18 15:45:09 UTC,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,10035,NEW YORK,40.805729562606615,-73.9385423529129
37674734,2017-11-12 12:01:23 UTC,DOB,Department of Buildings,Building/Use,No Certificate Of Occupancy/Illegal/Contrary To CO,11691,Far Rockaway,40.603190901113365,-73.748936817504415
26260406,2013-09-05 10:32:24 UTC,DOITT,Department of Information Technology and Telecommunications,Public Payphone Complaint,No Dial Tone,10030,NEW YORK,40.816288048095807,-73.942983516061346
32650392,2016-02-11 00:35:30 UTC,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,10039,NEW YORK,40.828089882389968,-73.936848697910065
26150673,2013-08-17 21:24:32 UTC,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10031,NEW YORK,40.827639771078346,-73.942121033356329
37728303,2017-11-17 15:42:21 UTC,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,10455,BRONX,40.814419552236522,-73.909654774410114
37987867,2017-12-20 11:33:23 UTC,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,10033,NEW YORK,40.848668229475138,-73.939182209175854
20854326,2011-07-18 00:00:00 UTC,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,11378,MASPETH,40.731532584776836,-73.901356531006755
24637942,2012-12-19 23:44:57 UTC,DOB,Department of Buildings,Plumbing,Plumbing-Defective/Leaking/Not Maintained,10014,NEW YORK,40.730402740562326,-74.004412703158167
26124033,2013-08-14 22:02:00 UTC,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),11419,South Richmond Hill,40.686689062524628,-73.8272492636729
36658981,2017-07-10 22:47:15 UTC,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,10580,RYE,,
19599970,2011-01-14 20:36:31 UTC,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10032,NEW YORK,40.84179638990981,-73.935791199960107
16182119,2010-03-10 00:00:00 UTC,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,11236,BROOKLYN,40.645465746634358,-73.896222653904175
27182896,2014-01-15 07:22:38 UTC,DOT,Department of Transportation,Street Condition,Pothole,11233,BROOKLYN,40.676991263656937,-73.922823307416692
21980538,2011-11-29 21:34:10 UTC,DFTA,Department for the Aging,Elder Abuse,N/A,11385,RIDGEWOOD,,
25641464,2013-05-31 00:00:00 UTC,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,CERAMIC-TILE,10019,NEW YORK,40.7640859806631,-73.990390387210255
38256425,2018-01-19 18:31:31 UTC,DOT,Department of Transportation,Street Condition,Pothole,11230,BROOKLYN,40.624764936821443,-73.965172124397412
27498942,2014-02-21 16:13:14 UTC,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Adult Establishment,11419,South Richmond Hill,40.69106058644963,-73.830331864487093
37852579,2017-12-04 11:50:06 UTC,DOF,Department of Finance,DOF Literature Request,DRIE Renew App - Rent Stabilized,,,,
26985359,2013-12-25 00:00:00 UTC,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,VENTILATION SYSTEM,10452,BRONX,40.835618481335359,-73.919036336106956
21057305,2011-08-17 00:00:00 UTC,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,DOORS,10460,BRONX,40.845220373640124,-73.884616252986845
33102924,2016-04-10 11:54:00 UTC,DSNY,A - Staten Island,Other Enforcement,E3B Sidewalk Obstruction,10305,STATEN ISLAND,40.615256973609874,-74.06609798874031
27426475,2014-02-12 18:42:54 UTC,DOB,Department of Buildings,Electrical,Electrical Wiring Defective/Exposed,10028,NEW YORK,40.777507007700351,-73.960885830205456
28143890,2014-05-29 14:21:50 UTC,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,10456,BRONX,40.824919829172735,-73.908361436494488
24899448,2013-01-30 12:34:09 UTC,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",11229,BROOKLYN,40.597566782413551,-73.957098645436474
29696463,2015-01-11 02:48:12 UTC,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10001,NEW YORK,40.7490945412246,-74.003136316409964
36411704,2017-06-10 16:48:20 UTC,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10306,STATEN ISLAND,40.580369825942661,-74.09791980668183
